De;Vers;Km;Minutes
DRIVE RONCQ;DRIVE VILLENEUVE D'ASCQ;18;30
DRIVE RONCQ;DUNKERQUE;90;90
DRIVE RONCQ;DURY;137;150
DRIVE RONCQ;ENGLOS;21;30
DRIVE RONCQ;ENT AMIENS BINAT;133;135
DRIVE RONCQ;ENT AMIENS SAINT SAUVEUR FLEG;139;150
DRIVE RONCQ;ENT AMIENS SAINT SAUVEUR PF;139;150
DRIVE RONCQ;ENT AMIENS SUPER POULAINVILLE PGC;135;135
DRIVE RONCQ;ENT CARVIN FL;37;45
DRIVE RONCQ;ENT CARVIN PF;37;45
DRIVE RONCQ;ENT IENA;24;30
DRIVE RONCQ;ENT IENA1;22;30
DRIVE RONCQ;ENT IENA2;22;30
DRIVE RONCQ;ENT SAINGHIN1;23;30
DRIVE RONCQ;ENT SOCOPAL DIEPPE;238;240
DRIVE RONCQ;ENT V GEODIS;268;270
DRIVE RONCQ;FACHES;24;30
DRIVE RONCQ;HIRSON;141;150
DRIVE RONCQ;LEERS;14;15
DRIVE RONCQ;LOUVROIL;98;105
DRIVE RONCQ;MONTIVILLIERS;305;315
DRIVE RONCQ;NOGENT SUR OISE;191;195
DRIVE RONCQ;NOYELLES GODAULT;45;45
DRIVE RONCQ;NOYON;154;165
DRIVE RONCQ;PETITE FORET;58;60
DRIVE RONCQ;RONCQ;0;0
DRIVE RONCQ;SOCOPAL;238;240
DRIVE RONCQ;ST OMER;78;90
DRIVE RONCQ;ST QUENTIN;119;120
DRIVE RONCQ;VALENCIENNES;65;75
DRIVE RONCQ;VILLENEUVE 2;17;30
DRIVE RONCQ;VIRY NOUREUIL;150;150
DRIVE ST OMER;1267 CALAIS DELAROCHE SUPER;46;60
DRIVE ST OMER;4536 LILLE WAZEMMES MY AUCHAN;65;75
DRIVE ST OMER;4926 BILLY BERCLAU SUPER;75;75
DRIVE ST OMER;ARRAS;75;75
DRIVE ST OMER;AUCHAN CITY TOURCOING;78;90
DRIVE ST OMER;BETHUNE;47;60
DRIVE ST OMER;BOULOGNE;48;60
DRIVE ST OMER;CALAIS;48;60
DRIVE ST OMER;CHERBOURG;477;480
DRIVE ST OMER;CHRONO BONDUES 4703;71;75
DRIVE ST OMER;CHRONO COUDEKERQUE 4242;48;60
DRIVE ST OMER;CHRONO ELEU DIT LEAUWETTE 4462;68;75
DRIVE ST OMER;CHRONO HALLENNES 4167;59;60
DRIVE ST OMER;CHRONO MARCQ 4128;70;75
DRIVE ST OMER;DOUAI;90;90
DRIVE ST OMER;DRIVE BETHUNE;47;60
DRIVE ST OMER;DRIVE BOULOGNE;51;60
DRIVE ST OMER;DRIVE CALAIS;46;60
DRIVE ST OMER;DRIVE CHERBOURG;477;480
DRIVE ST OMER;DRIVE DOUAI;90;90
DRIVE ST OMER;DRIVE DUNKERQUE;39;45
DRIVE ST OMER;DRIVE LEERS;83;90
DRIVE ST OMER;DRIVE LOUVROIL;150;150
DRIVE ST OMER;DRIVE NOYELLES;81;90
DRIVE ST OMER;DRIVE PETITE FORET;109;120
DRIVE ST OMER;DRIVE RONCQ;78;90
DRIVE ST OMER;DRIVE ST OMER;0;0
DRIVE ST OMER;DRIVE VALENCIENNES;116;120
DRIVE ST OMER;DRIVE VILLENEUVE D'ASCQ;69;75
DRIVE ST OMER;DUNKERQUE;40;45
DRIVE ST OMER;DURY;173;180
DRIVE ST OMER;ENGLOS;58;60
DRIVE ST OMER;ENT AMIENS BINAT;107;120
DRIVE ST OMER;ENT AMIENS SUPER POULAINVILLE PGC;171;180
DRIVE ST OMER;ENT CARVIN FL;87;90
DRIVE ST OMER;ENT CARVIN PF;87;90
DRIVE ST OMER;ENT IENA;72;75
DRIVE ST OMER;ENT IENA1;73;75
DRIVE ST OMER;ENT IENA2;73;75
DRIVE ST OMER;ENT SAINGHIN1;76;90
DRIVE ST OMER;FACHES;71;75
DRIVE ST OMER;LEERS;83;90
DRIVE ST OMER;LOUVROIL;150;150
DRIVE ST OMER;NOYELLES GODAULT;82;90
DRIVE ST OMER;PETITE FORET;109;120
DRIVE ST OMER;RONCQ;78;90
DRIVE ST OMER;ST OMER;1;15
DRIVE ST OMER;ST QUENTIN;138;150
DRIVE ST OMER;VALENCIENNES;116;120
DRIVE ST OMER;VILLENEUVE 2;73;75
DRIVE ST QUENTIN;1186 ST QUENTIN SCHUMANN SUPER;5;15
DRIVE ST QUENTIN;ARRAS;81;90
DRIVE ST QUENTIN;BEAUVAIS;133;135
DRIVE ST QUENTIN;BETHUNE;97;105
DRIVE ST QUENTIN;CAMBRAI;48;60
DRIVE ST QUENTIN;CHRONO AVELIN 4361;94;105
DRIVE ST QUENTIN;CHRONO COMPIEGNE 4345;76;90
DRIVE ST QUENTIN;CHRONO HALLENNES 4167;113;120
DRIVE ST QUENTIN;CHRONO WASQUEHAL 4303;111;120
DRIVE ST QUENTIN;DIEPPE;186;195
DRIVE ST QUENTIN;DOUAI;64;75
DRIVE ST QUENTIN;DRIVE ARRAS;84;90
DRIVE ST QUENTIN;DRIVE BETHUNE;97;105
DRIVE ST QUENTIN;DRIVE CALAIS;176;180
DRIVE ST QUENTIN;DRIVE CAMBRAI;48;60
DRIVE ST QUENTIN;DRIVE DOUAI;64;75
DRIVE ST QUENTIN;DRIVE DURY;78;90
DRIVE ST QUENTIN;DRIVE LEERS;116;120
DRIVE ST QUENTIN;DRIVE LOUVROIL;82;90
DRIVE ST QUENTIN;DRIVE NOYON;50;60
DRIVE ST QUENTIN;DRIVE PETITE FORET;76;90
DRIVE ST QUENTIN;DRIVE RONCQ;118;120
DRIVE ST QUENTIN;DRIVE ST QUENTIN;0;0
DRIVE ST QUENTIN;DRIVE VALENCIENNES;74;75
DRIVE ST QUENTIN;DURY;78;90
DRIVE ST QUENTIN;ENT AMIENS BINAT;81;90
DRIVE ST QUENTIN;ENT AMIENS SUPER POULAINVILLE PGC;81;90
DRIVE ST QUENTIN;ENT CARVIN FL;87;90
DRIVE ST QUENTIN;ENT CARVIN PF;87;90
DRIVE ST QUENTIN;ENT IENA;99;105
DRIVE ST QUENTIN;ENT SAINGHIN1;102;105
DRIVE ST QUENTIN;ENT SOCOPAL DIEPPE;164;165
DRIVE ST QUENTIN;FACHES;98;105
DRIVE ST QUENTIN;HIRSON;73;75
DRIVE ST QUENTIN;ILLKIRCH;448;450
DRIVE ST QUENTIN;LEERS;116;120
DRIVE ST QUENTIN;LOUVROIL;107;120
DRIVE ST QUENTIN;MERU;160;165
DRIVE ST QUENTIN;MONTIVILLIERS;252;255
DRIVE ST QUENTIN;NOYELLES GODAULT;77;90
DRIVE ST QUENTIN;NOYON;50;60
DRIVE ST QUENTIN;PETITE FORET;76;90
DRIVE ST QUENTIN;RONCQ;118;120
DRIVE ST QUENTIN;SOCOPAL;164;165
DRIVE ST QUENTIN;ST QUENTIN;2;15
DRIVE ST QUENTIN;VALENCIENNES;74;75
DRIVE ST QUENTIN;VIRY NOUREUIL;29;30
DRIVE TAVERNY;BEAUVAIS;58;60
DRIVE TAVERNY;CERGY;16;30
DRIVE TAVERNY;CERGY CHRONODRIVE 469;20;30
DRIVE TAVERNY;CORMEILLES EN PARISIS CHRONODRIVE 413;13;15
DRIVE TAVERNY;DRIVE BEAUVAIS;58;60
DRIVE TAVERNY;DRIVE CERGY;16;30
DRIVE TAVERNY;DRIVE NOGENT SUR OISE;54;60
DRIVE TAVERNY;DRIVE OSNY;18;30
DRIVE TAVERNY;DRIVE ROISSY;34;45
DRIVE TAVERNY;DRIVE TAVERNY;0;0
DRIVE TAVERNY;DURY;112;120
DRIVE TAVERNY;ENT AMIENS SAINT SAUVEUR FLEG;123;135
DRIVE TAVERNY;ENT AMIENS SAINT SAUVEUR PF;123;135
DRIVE TAVERNY;ENT SERRIS 1;61;75
DRIVE TAVERNY;ENT SERRIS 2;62;75
DRIVE TAVERNY;ENT V DHL;59;60
DRIVE TAVERNY;ENT V GEODIS;60;60
DRIVE TAVERNY;FRANQUEVILLE CHRONODRIVE 4475;97;105
DRIVE TAVERNY;HERBLAY CHRONODRIVE 444;6;15
DRIVE TAVERNY;HOUILLES SUPER 1073;21;30
DRIVE TAVERNY;LE HAVRE;201;210
DRIVE TAVERNY;LES MUREAUX HALLES AUCHAN;37;45
DRIVE TAVERNY;MERU;35;45
DRIVE TAVERNY;NOGENT SUR OISE;52;60
DRIVE TAVERNY;NOYON;113;120
DRIVE TAVERNY;OSNY;19;30
DRIVE TAVERNY;ROISSY;39;45
DRIVE TAVERNY;SOISY;8;15
DRIVE TAVERNY;TAVERNY;0;0
DRIVE TAVERNY;VAL DE REUIL SUPER 1209;117;120
DRIVE VALENCIENNES;1186 ST QUENTIN SCHUMANN SUPER;79;90
DRIVE VALENCIENNES;1267 CALAIS DELAROCHE SUPER;159;165
DRIVE VALENCIENNES;1297 HARNES SUPER;55;60
DRIVE VALENCIENNES;914 MARQUETTE LES PARTISANS DU GOUT;56;60
DRIVE VALENCIENNES;ARRAS;71;75
DRIVE VALENCIENNES;AUCHAN CITY TOURCOING;61;75
DRIVE VALENCIENNES;BEAUVAIS;179;180
DRIVE VALENCIENNES;BETHUNE;84;90
DRIVE VALENCIENNES;BOULOGNE;161;165
DRIVE VALENCIENNES;CALAIS;165;165
DRIVE VALENCIENNES;CAMBRAI;28;30
DRIVE VALENCIENNES;CHRONO AVELIN 4361;42;45
DRIVE VALENCIENNES;CHRONO BONDUES 4703;62;75
DRIVE VALENCIENNES;CHRONO COMPIEGNE 4345;134;135
DRIVE VALENCIENNES;CHRONO COUDEKERQUE 4242;119;120
DRIVE VALENCIENNES;CHRONO CROIX 4154;56;60
DRIVE VALENCIENNES;CHRONO ELEU DIT LEAUWETTE 4462;60;60
DRIVE VALENCIENNES;CHRONO HALLENNES 4167;61;75
DRIVE VALENCIENNES;CHRONO LAMBERSART 4424;58;60
DRIVE VALENCIENNES;CHRONO MARCQ 4128;58;60
DRIVE VALENCIENNES;CHRONO VALENCIENNES 4370;2;15
DRIVE VALENCIENNES;CHRONO WASQUEHAL 4303;58;60
DRIVE VALENCIENNES;DOUAI;42;45
DRIVE VALENCIENNES;DRIVE ARRAS;80;90
DRIVE VALENCIENNES;DRIVE BETHUNE;84;90
DRIVE VALENCIENNES;DRIVE CAMBRAI;28;30
DRIVE VALENCIENNES;DRIVE DOUAI;42;45
DRIVE VALENCIENNES;DRIVE DUNKERQUE;126;135
DRIVE VALENCIENNES;DRIVE DURY;124;135
DRIVE VALENCIENNES;DRIVE ENGLOS;61;75
DRIVE VALENCIENNES;DRIVE FACHES;50;60
DRIVE VALENCIENNES;DRIVE LEERS;59;60
DRIVE VALENCIENNES;DRIVE LOUVROIL;37;45
DRIVE VALENCIENNES;DRIVE NOYELLES;52;60
DRIVE VALENCIENNES;DRIVE PETITE FORET;8;15
DRIVE VALENCIENNES;DRIVE RONCQ;63;75
DRIVE VALENCIENNES;DRIVE ST OMER;115;120
DRIVE VALENCIENNES;DRIVE ST QUENTIN;74;75
DRIVE VALENCIENNES;DRIVE VALENCIENNES;0;0
DRIVE VALENCIENNES;DRIVE VILLENEUVE D'ASCQ;47;60
DRIVE VALENCIENNES;DUNKERQUE;127;135
DRIVE VALENCIENNES;DURY;124;135
DRIVE VALENCIENNES;ENGLOS;60;60
DRIVE VALENCIENNES;ENT AMIENS BINAT;110;120
DRIVE VALENCIENNES;ENT AMIENS SAINT SAUVEUR FLEG;132;135
DRIVE VALENCIENNES;ENT AMIENS SAINT SAUVEUR PF;132;135
DRIVE VALENCIENNES;ENT AMIENS SUPER POULAINVILLE PGC;127;135
DRIVE VALENCIENNES;ENT CARVIN FL;66;75
DRIVE VALENCIENNES;ENT CARVIN PF;66;75
DRIVE VALENCIENNES;ENT IENA;47;60
DRIVE VALENCIENNES;ENT SAINGHIN1;45;45
DRIVE VALENCIENNES;ENT V DHL;239;240
DRIVE VALENCIENNES;FACHES;50;60
DRIVE VALENCIENNES;HIRSON;80;90
DRIVE VALENCIENNES;LE HAVRE;306;315
DRIVE VALENCIENNES;LEERS;59;60
DRIVE VALENCIENNES;LOUVROIL;38;45
DRIVE VALENCIENNES;MERU;205;210
DRIVE VALENCIENNES;NOGENT SUR OISE;163;165
DRIVE VALENCIENNES;NOYELLES GODAULT;53;60
DRIVE VALENCIENNES;NOYON;125;135
DRIVE VALENCIENNES;PETITE FORET;8;15
DRIVE VALENCIENNES;RONCQ;63;75
DRIVE VALENCIENNES;ST OMER;115;120
DRIVE VALENCIENNES;ST QUENTIN;77;90
DRIVE VALENCIENNES;VALENCIENNES;0;0
DRIVE VALENCIENNES;VILLENEUVE 2;47;60
DRIVE VALENCIENNES;VIRY NOUREUIL;104;105
DRIVE VILLENEUVE D'ASCQ;1297 HARNES SUPER;28;30
DRIVE VILLENEUVE D'ASCQ;4926 BILLY BERCLAU SUPER;33;45
DRIVE VILLENEUVE D'ASCQ;914 MARQUETTE LES PARTISANS DU GOUT;10;15
DRIVE VILLENEUVE D'ASCQ;AUCHAN CITY TOURCOING;17;30
DRIVE VILLENEUVE D'ASCQ;BEAUVAIS;193;195
DRIVE VILLENEUVE D'ASCQ;BETHUNE;45;45
DRIVE VILLENEUVE D'ASCQ;BOULOGNE;117;120
DRIVE VILLENEUVE D'ASCQ;CAMBRAI;69;75
DRIVE VILLENEUVE D'ASCQ;CHRONO AVELIN 4361;13;15
DRIVE VILLENEUVE D'ASCQ;CHRONO BONDUES 4703;16;30
DRIVE VILLENEUVE D'ASCQ;CHRONO COUDEKERQUE 4242;72;75
DRIVE VILLENEUVE D'ASCQ;CHRONO CROIX 4154;10;15
DRIVE VILLENEUVE D'ASCQ;CHRONO HALLENNES 4167;15;15
DRIVE VILLENEUVE D'ASCQ;CHRONO LAMBERSART 4424;9;15
DRIVE VILLENEUVE D'ASCQ;CHRONO MARCQ 4128;12;15
DRIVE VILLENEUVE D'ASCQ;CHRONO WASQUEHAL 4303;12;15
DRIVE VILLENEUVE D'ASCQ;DOUAI;40;45
DRIVE VILLENEUVE D'ASCQ;DRIVE ARRAS;57;60
DRIVE VILLENEUVE D'ASCQ;DRIVE BETHUNE;45;45
DRIVE VILLENEUVE D'ASCQ;DRIVE CAMBRAI;69;75
DRIVE VILLENEUVE D'ASCQ;DRIVE DOUAI;40;45
DRIVE VILLENEUVE D'ASCQ;DRIVE DUNKERQUE;81;90
DRIVE VILLENEUVE D'ASCQ;DRIVE ENGLOS;15;15
DRIVE VILLENEUVE D'ASCQ;DRIVE FACHES;8;15
DRIVE VILLENEUVE D'ASCQ;DRIVE LE HAVRE;317;330
DRIVE VILLENEUVE D'ASCQ;DRIVE LEERS;14;15
DRIVE VILLENEUVE D'ASCQ;DRIVE NOYELLES;29;30
DRIVE VILLENEUVE D'ASCQ;DRIVE NOYON;138;150
DRIVE VILLENEUVE D'ASCQ;DRIVE PETITE FORET;42;45
DRIVE VILLENEUVE D'ASCQ;DRIVE RONCQ;18;30
DRIVE VILLENEUVE D'ASCQ;DRIVE ST OMER;70;75
DRIVE VILLENEUVE D'ASCQ;DRIVE VILLENEUVE D'ASCQ;0;0
DRIVE VILLENEUVE D'ASCQ;DUNKERQUE;81;90
DRIVE VILLENEUVE D'ASCQ;ENGLOS;15;15
DRIVE VILLENEUVE D'ASCQ;ENT AMIENS BINAT;117;120
DRIVE VILLENEUVE D'ASCQ;ENT AMIENS SAINT SAUVEUR FLEG;125;135
DRIVE VILLENEUVE D'ASCQ;ENT AMIENS SAINT SAUVEUR PF;125;135
DRIVE VILLENEUVE D'ASCQ;ENT AMIENS SUPER POULAINVILLE PGC;121;135
DRIVE VILLENEUVE D'ASCQ;ENT CARVIN FL;23;30
DRIVE VILLENEUVE D'ASCQ;ENT CARVIN PF;23;30
DRIVE VILLENEUVE D'ASCQ;ENT IENA;9;15
DRIVE VILLENEUVE D'ASCQ;ENT IENA1;5;15
DRIVE VILLENEUVE D'ASCQ;ENT IENA2;5;15
DRIVE VILLENEUVE D'ASCQ;ENT SAINGHIN1;7;15
DRIVE VILLENEUVE D'ASCQ;ENT SOCOPAL DIEPPE;224;225
DRIVE VILLENEUVE D'ASCQ;FACHES;8;15
DRIVE VILLENEUVE D'ASCQ;LEERS;14;15
DRIVE VILLENEUVE D'ASCQ;LOUVROIL;82;90
DRIVE VILLENEUVE D'ASCQ;NOYELLES GODAULT;29;30
DRIVE VILLENEUVE D'ASCQ;NOYON;138;150
DRIVE VILLENEUVE D'ASCQ;PETITE FORET;42;45
DRIVE VILLENEUVE D'ASCQ;RONCQ;18;30
DRIVE VILLENEUVE D'ASCQ;SOCOPAL;224;225
DRIVE VILLENEUVE D'ASCQ;ST OMER;70;75
DRIVE VILLENEUVE D'ASCQ;ST QUENTIN;107;120
DRIVE VILLENEUVE D'ASCQ;VILLENEUVE 2;1;15
DRIVE VILLENEUVE D'ASCQ;VIRY NOUREUIL;134;135
DUNKERQUE;914 MARQUETTE LES PARTISANS DU GOUT;79;90
DUNKERQUE;ARRAS;118;120
DUNKERQUE;AUCHAN CITY TOURCOING;90;90
DUNKERQUE;BETHUNE;75;75
DUNKERQUE;BOULOGNE;71;75
DUNKERQUE;CALAIS;42;45
DUNKERQUE;CAMBRAI;148;150
DUNKERQUE;CHRONO AVELIN 4361;89;90
DUNKERQUE;CHRONO BONDUES 4703;82;90
DUNKERQUE;CHRONO COUDEKERQUE 4242;13;15
DUNKERQUE;CHRONO CROIX 4154;86;90
DUNKERQUE;CHRONO ELEU DIT LEAUWETTE 4462;99;105
DUNKERQUE;CHRONO HALLENNES 4167;70;75
DUNKERQUE;CHRONO LAMBERSART 4424;75;75
DUNKERQUE;CHRONO MARCQ 4128;81;90
DUNKERQUE;CHRONO VALENCIENNES 4370;126;135
DUNKERQUE;CHRONO WASQUEHAL 4303;85;90
DUNKERQUE;DIEPPE;208;210
DUNKERQUE;DOUAI;118;120
DUNKERQUE;DRIVE BETHUNE;75;75
DUNKERQUE;DRIVE BOULOGNE;69;75
DUNKERQUE;DRIVE CALAIS;40;45
DUNKERQUE;DRIVE CAMBRAI;148;150
DUNKERQUE;DRIVE DOUAI;118;120
DUNKERQUE;DRIVE DUNKERQUE;1;15
DUNKERQUE;DRIVE DURY;197;210
DUNKERQUE;DRIVE ENGLOS;70;75
DUNKERQUE;DRIVE FACHES;83;90
DUNKERQUE;DRIVE LEERS;94;105
DUNKERQUE;DRIVE LOUVROIL;161;165
DUNKERQUE;DRIVE NOYELLES;104;105
DUNKERQUE;DRIVE PETITE FORET;121;135
DUNKERQUE;DRIVE RONCQ;90;90
DUNKERQUE;DRIVE ST OMER;39;45
DUNKERQUE;DRIVE VALENCIENNES;128;135
DUNKERQUE;DRIVE VILLENEUVE D'ASCQ;81;90
DUNKERQUE;DUNKERQUE;0;0
DUNKERQUE;DURY;189;195
DUNKERQUE;ENGLOS;71;75
DUNKERQUE;ENT AMIENS SAINT SAUVEUR FLEG;185;195
DUNKERQUE;ENT AMIENS SAINT SAUVEUR PF;185;195
DUNKERQUE;ENT AMIENS SUPER POULAINVILLE PGC;188;195
DUNKERQUE;ENT CARVIN FL;98;105
DUNKERQUE;ENT CARVIN PF;98;105
DUNKERQUE;ENT IENA1;85;90
DUNKERQUE;ENT IENA2;85;90
DUNKERQUE;ENT SERRIS 1;313;315
DUNKERQUE;ENT SOCOPAL DIEPPE;215;225
DUNKERQUE;FACHES;83;90
DUNKERQUE;LEERS;94;105
DUNKERQUE;MERS LES BAINS;173;180
DUNKERQUE;MONTIVILLIERS;302;315
DUNKERQUE;NOYELLES GODAULT;105;105
DUNKERQUE;PETITE FORET;121;135
DUNKERQUE;RONCQ;90;90
DUNKERQUE;SOCOPAL;215;225
DUNKERQUE;ST OMER;40;45
DUNKERQUE;ST QUENTIN;180;180
DUNKERQUE;VALENCIENNES;128;135
DUNKERQUE;VILLENEUVE 2;82;90
DURY;1186 ST QUENTIN SCHUMANN SUPER;83;90
DURY;4313 CANTELEU SUPER;126;135
DURY;4977 RUE SUPER;80;90
DURY;ARRAS;70;75
DURY;AUCHAN CITY TOURCOING;151;165
DURY;BEAUVAIS;58;60
DURY;BETHUNE;89;90
DURY;BOULOGNE;133;135
DURY;CALAIS;167;180
DURY;CAMBRAI;100;105
DURY;CERGY;117;120
DURY;CERGY CHRONODRIVE 469;112;120
DURY;CHERBOURG;365;375
DURY;CHRONO AVELIN 4361;130;135
DURY;CHRONO COMPIEGNE 4345;88;90
DURY;CHRONO HALLENNES 4167;149;150
DURY;CHRONO IFS;247;255
DURY;CHRONO LAMBERSART 4424;145;150
DURY;CHRONO VALENCIENNES 4370;126;135
DURY;CHRONO WASQUEHAL 4303;147;150
DURY;CORMEILLES EN PARISIS CHRONODRIVE 413;127;135
DURY;DIEPPE;112;120
DURY;DIEPPE;114;120
DURY;DOUAI;86;90
DURY;DRIVE BEAUVAIS;59;60
DURY;DRIVE BETHUNE;89;90
DURY;DRIVE CAMBRAI;100;105
DURY;DRIVE CHERBOURG;365;375
DURY;DRIVE DIEPPE;113;120
DURY;DRIVE DOUAI;86;90
DURY;DRIVE DURY;1;15
DURY;DRIVE LE HAVRE;182;195
DURY;DRIVE LEERS;133;135
DURY;DRIVE LOUVROIL;159;165
DURY;DRIVE MONTIVILLIERS;176;180
DURY;DRIVE NOGENT SUR OISE;92;105
DURY;DRIVE NOYELLES;93;105
DURY;DRIVE PETITE FORET;128;135
DURY;DRIVE ROISSY;127;135
DURY;DRIVE RONCQ;135;135
DURY;DRIVE ST OMER;179;180
DURY;DRIVE ST QUENTIN;78;90
DURY;DRIVE VALENCIENNES;126;135
DURY;DUNKERQUE;197;210
DURY;DURY;0;0
DURY;ENGLOS;119;120
DURY;ENT AMIENS SAINT SAUVEUR FLEG;19;30
DURY;ENT AMIENS SAINT SAUVEUR PF;19;30
DURY;ENT AMIENS SUPER POULAINVILLE PGC;10;15
DURY;ENT CARVIN FL;124;135
DURY;ENT CARVIN PF;124;135
DURY;ENT SERRIS 1;162;165
DURY;ENT SERRIS 2;164;165
DURY;ENT V DHL;169;180
DURY;FACHES;115;120
DURY;FRANQUEVILLE CHRONODRIVE 4475;126;135
DURY;HERBLAY CHRONODRIVE 444;114;120
DURY;HIRSON;149;150
DURY;HOUILLES SUPER 1073;131;135
DURY;LE HAVRE;186;195
DURY;LEERS;133;135
DURY;LES MUREAUX HALLES AUCHAN;136;150
DURY;LONGUEIL SAINTE MARIE SUPER 4315;88;90
DURY;LOUVROIL;159;165
DURY;MERS LES BAINS;82;90
DURY;MERU;87;90
DURY;MONTIVILLIERS;176;180
DURY;NOGENT SUR OISE;78;90
DURY;NOYELLES GODAULT;94;105
DURY;OSNY;105;105
DURY;PETITE FORET;128;135
DURY;ROISSY;126;135
DURY;RONCQ;135;135
DURY;SOISY;119;120
DURY;ST OMER;115;120
DURY;ST QUENTIN;81;90
DURY;TAVERNY;114;120
DURY;VAL DE REUIL SUPER 1209;151;165
DURY;VALENCIENNES;126;135
DURY;VILLENEUVE 2;121;135
DURY;VIRY NOUREUIL;104;105
ENGLOS;1297 HARNES SUPER;34;45
ENGLOS;4926 BILLY BERCLAU SUPER;23;30
ENGLOS;914 MARQUETTE LES PARTISANS DU GOUT;11;15
ENGLOS;ARRAS;52;60
ENGLOS;AUCHAN CITY TOURCOING;21;30
ENGLOS;BETHUNE;36;45
ENGLOS;BOULOGNE;105;105
ENGLOS;CALAIS;108;120
ENGLOS;CAMBRAI;82;90
ENGLOS;CHRONO AVELIN 4361;23;30
ENGLOS;CHRONO BONDUES 4703;14;15
ENGLOS;CHRONO COUDEKERQUE 4242;60;60
ENGLOS;CHRONO CROIX 4154;17;30
ENGLOS;CHRONO ELEU DIT LEAUWETTE 4462;32;45
ENGLOS;CHRONO HALLENNES 4167;3;15
ENGLOS;CHRONO LAMBERSART 4424;7;15
ENGLOS;CHRONO MARCQ 4128;13;15
ENGLOS;CHRONO VALENCIENNES 4370;61;75
ENGLOS;CHRONO WASQUEHAL 4303;17;30
ENGLOS;DIEPPE;191;195
ENGLOS;DOUAI;52;60
ENGLOS;DRIVE ARRAS;52;60
ENGLOS;DRIVE BEAUVAIS;202;210
ENGLOS;DRIVE BETHUNE;36;45
ENGLOS;DRIVE BOULOGNE;108;120
ENGLOS;DRIVE CALAIS;105;105
ENGLOS;DRIVE CAMBRAI;82;90
ENGLOS;DRIVE DOUAI;52;60
ENGLOS;DRIVE DUNKERQUE;69;75
ENGLOS;DRIVE DURY;146;150
ENGLOS;DRIVE ENGLOS;0;0
ENGLOS;DRIVE LEERS;25;30
ENGLOS;DRIVE NOYELLES;39;45
ENGLOS;DRIVE PETITE FORET;56;60
ENGLOS;DRIVE RONCQ;21;30
ENGLOS;DRIVE ST OMER;58;60
ENGLOS;DRIVE ST QUENTIN;115;120
ENGLOS;DRIVE VALENCIENNES;62;75
ENGLOS;DRIVE VILLENEUVE D'ASCQ;16;30
ENGLOS;DUNKERQUE;70;75
ENGLOS;DURY;119;120
ENGLOS;ENGLOS;0;0
ENGLOS;ENT AMIENS SAINT SAUVEUR FLEG;134;135
ENGLOS;ENT AMIENS SAINT SAUVEUR PF;134;135
ENGLOS;ENT AMIENS SUPER POULAINVILLE PGC;110;120
ENGLOS;ENT CARVIN FL;31;45
ENGLOS;ENT CARVIN PF;31;45
ENGLOS;ENT IENA1;18;30
ENGLOS;ENT IENA2;18;30
ENGLOS;ENT SOCOPAL DIEPPE;199;210
ENGLOS;ENT V DHL;262;270
ENGLOS;FACHES;18;30
ENGLOS;HIRSON;138;150
ENGLOS;LE HAVRE;296;300
ENGLOS;LEERS;25;30
ENGLOS;LOUVROIL;96;105
ENGLOS;MERS LES BAINS;156;165
ENGLOS;MERU;228;240
ENGLOS;NOYELLES GODAULT;39;45
ENGLOS;NOYON;148;150
ENGLOS;PETITE FORET;56;60
ENGLOS;RONCQ;21;30
ENGLOS;SOCOPAL;199;210
ENGLOS;ST OMER;58;60
ENGLOS;ST QUENTIN;114;120
ENGLOS;VALENCIENNES;62;75
ENGLOS;VILLENEUVE 2;17;30
ENGLOS;VIRY NOUREUIL;144;150
ENT AMIENS BINAT;1186 ST QUENTIN SCHUMANN SUPER;86;90
ENT AMIENS BINAT;1267 CALAIS DELAROCHE SUPER;155;165
ENT AMIENS BINAT;1297 HARNES SUPER;101;105
ENT AMIENS BINAT;4313 CANTELEU SUPER;130;135
ENT AMIENS BINAT;4536 LILLE WAZEMMES MY AUCHAN;122;135
ENT AMIENS BINAT;4926 BILLY BERCLAU SUPER;94;105
ENT AMIENS BINAT;4977 RUE SUPER;72;75
ENT AMIENS BINAT;914 MARQUETTE LES PARTISANS DU GOUT;124;135
ENT AMIENS BINAT;AUCHAN CITY TOURCOING;131;135
ENT AMIENS BINAT;AUCHAN LUXEMBOURG SUPPLY;405;405
ENT AMIENS BINAT;BEAUVAIS;70;75
ENT AMIENS BINAT;BETHUNE;84;90
ENT AMIENS BINAT;CAEN CHRONO 352;249;255
ENT AMIENS BINAT;CAMBRAI;103;105
ENT AMIENS BINAT;CERGY;120;120
ENT AMIENS BINAT;CERGY CHRONODRIVE 469;123;135
ENT AMIENS BINAT;CHERBOURG;369;375
ENT AMIENS BINAT;CHRONO AVELIN 4361;109;120
ENT AMIENS BINAT;CHRONO BONDUES 4703;127;135
ENT AMIENS BINAT;CHRONO COMPIEGNE 4345;89;90
ENT AMIENS BINAT;CHRONO COUDEKERQUE 4242;143;150
ENT AMIENS BINAT;CHRONO CROIX 4154;127;135
ENT AMIENS BINAT;CHRONO ELEU DIT LEAUWETTE 4462;81;90
ENT AMIENS BINAT;CHRONO HALLENNES 4167;110;120
ENT AMIENS BINAT;CHRONO IFS;251;255
ENT AMIENS BINAT;CHRONO LAMBERSART 4424;123;135
ENT AMIENS BINAT;CHRONO MARCQ 4128;124;135
